record_no,evidence_status,root_identity,workflow,run_id,run_number,run_attempt,event,created_at_utc,updated_at_utc,head_branch,head_sha,actor,job_id,job_name,failed_step_number,failed_step_name,error_time_utc,first_actual_error,run_url,job_coordinate,log_status
121,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30049154333,13,1,push,2026-07-23T22:13:54Z,2026-07-23T22:14:06Z,main,b11bedb4e0d5acff315167beee6a3ede0193368e,ky46738-ops,89347142339,deploy,3,暴力驗證正式投影,2026-07-23T22:14:02.9285355Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30049154333,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30049154333/job/89347142339,AVAILABLE
122,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30049154271,65,1,push,2026-07-23T22:13:54Z,2026-07-23T22:14:01Z,main,b11bedb4e0d5acff315167beee6a3ede0193368e,ky46738-ops,89347141694,verify,3,驗證 LKMini 公開種子,2026-07-23T22:13:54Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30049154271,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30049154271/job/89347141694,AVAILABLE|LOCAL_GIT_TREE_REPLAY
123,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30049154182,49,1,push,2026-07-23T22:13:54Z,2026-07-23T22:14:19Z,main,b11bedb4e0d5acff315167beee6a3ede0193368e,ky46738-ops,89347141442,build-linux,5,Install dependencies,2026-07-23T22:14:16.0552164Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30049154182,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30049154182/job/89347141442,AVAILABLE
124,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30052482359,66,1,push,2026-07-23T23:12:40Z,2026-07-23T23:12:48Z,main,8a5a1319e4b30ac647f773a1af70a209659ae8a1,ky46738-ops,89357280331,verify,3,驗證 LKMini 公開種子,2026-07-23T23:12:40Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052482359,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052482359/job/89357280331,AVAILABLE|LOCAL_GIT_TREE_REPLAY
125,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30052482312,50,1,push,2026-07-23T23:12:40Z,2026-07-23T23:13:11Z,main,8a5a1319e4b30ac647f773a1af70a209659ae8a1,ky46738-ops,89357280390,build-linux,5,Install dependencies,2026-07-23T23:13:07.6261363Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052482312,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052482312/job/89357280390,AVAILABLE
126,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30052481957,14,1,push,2026-07-23T23:12:40Z,2026-07-23T23:12:54Z,main,8a5a1319e4b30ac647f773a1af70a209659ae8a1,ky46738-ops,89357279462,deploy,3,暴力驗證正式投影,2026-07-23T23:12:50.3273939Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052481957,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052481957/job/89357279462,AVAILABLE
127,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30052620153,67,1,push,2026-07-23T23:15:13Z,2026-07-23T23:15:24Z,main,322eff264c92c4658941e36d6ab6718beab238d7,ky46738-ops,89357679874,verify,3,驗證 LKMini 公開種子,2026-07-23T23:15:13Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052620153,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052620153/job/89357679874,AVAILABLE|LOCAL_GIT_TREE_REPLAY
128,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30052620148,51,1,push,2026-07-23T23:15:13Z,2026-07-23T23:15:46Z,main,322eff264c92c4658941e36d6ab6718beab238d7,ky46738-ops,89357679908,build-linux,5,Install dependencies,2026-07-23T23:15:43.8166982Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052620148,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052620148/job/89357679908,AVAILABLE
129,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30052620134,15,1,push,2026-07-23T23:15:13Z,2026-07-23T23:15:26Z,main,322eff264c92c4658941e36d6ab6718beab238d7,ky46738-ops,89357680376,deploy,3,暴力驗證正式投影,2026-07-23T23:15:22.7265599Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052620134,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052620134/job/89357680376,AVAILABLE
130,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30052713944,52,1,push,2026-07-23T23:17:01Z,2026-07-23T23:17:41Z,main,4848cc9d098302095e68848ea415470688c0029f,ky46738-ops,89357964029,build-linux,5,Install dependencies,2026-07-23T23:17:38.6115878Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052713944,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052713944/job/89357964029,AVAILABLE
131,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30052713931,16,1,push,2026-07-23T23:17:01Z,2026-07-23T23:17:15Z,main,4848cc9d098302095e68848ea415470688c0029f,ky46738-ops,89357967146,deploy,3,暴力驗證正式投影,2026-07-23T23:17:11.7373995Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052713931,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052713931/job/89357967146,AVAILABLE
132,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30052713916,68,1,push,2026-07-23T23:17:01Z,2026-07-23T23:17:10Z,main,4848cc9d098302095e68848ea415470688c0029f,ky46738-ops,89357963988,verify,3,驗證 LKMini 公開種子,2026-07-23T23:17:01Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052713916,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052713916/job/89357963988,AVAILABLE|LOCAL_GIT_TREE_REPLAY
133,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30052731172,69,1,push,2026-07-23T23:17:21Z,2026-07-23T23:17:31Z,main,6f59ae5dcc7acbf9bf305d201e7b910d1d2d84a2,ky46738-ops,89358018314,verify,3,驗證 LKMini 公開種子,2026-07-23T23:17:21Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052731172,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052731172/job/89358018314,AVAILABLE|LOCAL_GIT_TREE_REPLAY
134,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30052731129,53,1,push,2026-07-23T23:17:21Z,2026-07-23T23:18:06Z,main,6f59ae5dcc7acbf9bf305d201e7b910d1d2d84a2,ky46738-ops,89358018218,build-linux,5,Install dependencies,2026-07-23T23:18:04.6433322Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052731129,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052731129/job/89358018218,AVAILABLE
135,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30052731117,17,1,push,2026-07-23T23:17:21Z,2026-07-23T23:17:35Z,main,6f59ae5dcc7acbf9bf305d201e7b910d1d2d84a2,ky46738-ops,89358021631,deploy,3,暴力驗證正式投影,2026-07-23T23:17:32.3908414Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052731117,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052731117/job/89358021631,AVAILABLE
136,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30052838503,54,1,push,2026-07-23T23:19:27Z,2026-07-23T23:19:56Z,main,04f39c787e2c2689e53bd92248070dc6f86471de,ky46738-ops,89358356670,build-linux,5,Install dependencies,2026-07-23T23:19:53.2342869Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052838503,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052838503/job/89358356670,AVAILABLE
137,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30052838490,18,1,push,2026-07-23T23:19:27Z,2026-07-23T23:19:37Z,main,04f39c787e2c2689e53bd92248070dc6f86471de,ky46738-ops,89358356944,deploy,3,暴力驗證正式投影,2026-07-23T23:19:34.7568919Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052838490,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052838490/job/89358356944,AVAILABLE
138,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30052838486,70,1,push,2026-07-23T23:19:27Z,2026-07-23T23:19:35Z,main,04f39c787e2c2689e53bd92248070dc6f86471de,ky46738-ops,89358356532,verify,3,驗證 LKMini 公開種子,2026-07-23T23:19:27Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052838486,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30052838486/job/89358356532,AVAILABLE|LOCAL_GIT_TREE_REPLAY
139,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30053057059,55,1,push,2026-07-23T23:23:38Z,2026-07-23T23:24:23Z,main,e6fd13f1c215e8bc9cef9790feca3dfca94572af,ky46738-ops,89359024639,build-linux,5,Install dependencies,2026-07-23T23:24:20.4874200Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30053057059,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30053057059/job/89359024639,AVAILABLE
140,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30053057048,71,1,push,2026-07-23T23:23:38Z,2026-07-23T23:23:48Z,main,e6fd13f1c215e8bc9cef9790feca3dfca94572af,ky46738-ops,89359024622,verify,3,驗證 LKMini 公開種子,2026-07-23T23:23:38Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30053057048,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30053057048/job/89359024622,AVAILABLE|LOCAL_GIT_TREE_REPLAY
141,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30053057019,19,1,push,2026-07-23T23:23:38Z,2026-07-23T23:23:50Z,main,e6fd13f1c215e8bc9cef9790feca3dfca94572af,ky46738-ops,89359024843,deploy,3,暴力驗證正式投影,2026-07-23T23:23:46.7762170Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30053057019,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30053057019/job/89359024843,AVAILABLE
142,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30053622340,56,1,push,2026-07-23T23:34:39Z,2026-07-23T23:35:05Z,main,fc6f0f111791bb3be59069092079969e6b8c0c87,ky46738-ops,89360712543,build-linux,5,Install dependencies,2026-07-23T23:35:02.1064496Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30053622340,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30053622340/job/89360712543,AVAILABLE
143,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30053622332,20,1,push,2026-07-23T23:34:39Z,2026-07-23T23:34:52Z,main,fc6f0f111791bb3be59069092079969e6b8c0c87,ky46738-ops,89360713013,deploy,3,暴力驗證正式投影,2026-07-23T23:34:48.0554797Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30053622332,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30053622332/job/89360713013,AVAILABLE
144,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30053622327,72,1,push,2026-07-23T23:34:39Z,2026-07-23T23:34:47Z,main,fc6f0f111791bb3be59069092079969e6b8c0c87,ky46738-ops,89360712391,verify,3,驗證 LKMini 公開種子,2026-07-23T23:34:39Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30053622327,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30053622327/job/89360712391,AVAILABLE|LOCAL_GIT_TREE_REPLAY
145,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30055352036,21,1,push,2026-07-24T00:09:18Z,2026-07-24T00:09:34Z,main,7eef41e3eb8c076ba4806bb43fdf25c6cab7e9a2,ky46738-ops,89365769783,deploy,3,暴力驗證正式投影,2026-07-24T00:09:30.3584372Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30055352036,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30055352036/job/89365769783,AVAILABLE
146,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30055352027,57,1,push,2026-07-24T00:09:18Z,2026-07-24T00:09:47Z,main,7eef41e3eb8c076ba4806bb43fdf25c6cab7e9a2,ky46738-ops,89365766737,build-linux,5,Install dependencies,2026-07-24T00:09:45.1385456Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30055352027,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30055352027/job/89365766737,AVAILABLE
147,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30055351995,73,1,push,2026-07-24T00:09:18Z,2026-07-24T00:09:30Z,main,7eef41e3eb8c076ba4806bb43fdf25c6cab7e9a2,ky46738-ops,89365766632,verify,3,驗證 LKMini 公開種子,2026-07-24T00:09:18Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30055351995,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30055351995/job/89365766632,AVAILABLE|LOCAL_GIT_TREE_REPLAY
148,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30058871019,74,1,push,2026-07-24T01:24:16Z,2026-07-24T01:24:26Z,main,b185df1dff7993376c7f80a8ad2f1f3ea1e3d1ec,ky46738-ops,89376206880,verify,3,驗證 LKMini 公開種子,2026-07-24T01:24:16Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30058871019,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30058871019/job/89376206880,AVAILABLE|LOCAL_GIT_TREE_REPLAY
149,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30058870985,22,1,push,2026-07-24T01:24:16Z,2026-07-24T01:24:29Z,main,b185df1dff7993376c7f80a8ad2f1f3ea1e3d1ec,ky46738-ops,89376206885,deploy,3,暴力驗證正式投影,2026-07-24T01:24:25.9199869Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30058870985,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30058870985/job/89376206885,AVAILABLE
150,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30058870983,58,1,push,2026-07-24T01:24:16Z,2026-07-24T01:25:15Z,main,b185df1dff7993376c7f80a8ad2f1f3ea1e3d1ec,ky46738-ops,89376206690,build-linux,5,Install dependencies,2026-07-24T01:25:11.4680662Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30058870983,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30058870983/job/89376206690,AVAILABLE
151,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30058890581,75,1,push,2026-07-24T01:24:42Z,2026-07-24T01:24:49Z,main,7ae583d69bd65238bc69a97f11f0a7526d9cc8e0,ky46738-ops,89376263633,verify,3,驗證 LKMini 公開種子,2026-07-24T01:24:42Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30058890581,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30058890581/job/89376263633,AVAILABLE|LOCAL_GIT_TREE_REPLAY
152,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30058890560,59,1,push,2026-07-24T01:24:42Z,2026-07-24T01:25:36Z,main,7ae583d69bd65238bc69a97f11f0a7526d9cc8e0,ky46738-ops,89376263478,build-linux,5,Install dependencies,2026-07-24T01:25:34.0083216Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30058890560,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30058890560/job/89376263478,AVAILABLE
153,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30060122721,24,1,push,2026-07-24T01:52:24Z,2026-07-24T01:52:35Z,main,6ab490e547d74745c2f6139bb349749099b010fe,ky46738-ops,89379908401,deploy,3,暴力驗證正式投影,2026-07-24T01:52:33.0746283Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30060122721,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30060122721/job/89379908401,AVAILABLE
154,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30060122708,76,1,push,2026-07-24T01:52:24Z,2026-07-24T01:52:31Z,main,6ab490e547d74745c2f6139bb349749099b010fe,ky46738-ops,89379906394,verify,3,驗證 LKMini 公開種子,2026-07-24T01:52:24Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30060122708,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30060122708/job/89379906394,AVAILABLE|LOCAL_GIT_TREE_REPLAY
155,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30060122726,60,1,push,2026-07-24T01:52:25Z,2026-07-24T01:53:07Z,main,6ab490e547d74745c2f6139bb349749099b010fe,ky46738-ops,89379906511,build-linux,5,Install dependencies,2026-07-24T01:53:03.7840862Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30060122726,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30060122726/job/89379906511,AVAILABLE
156,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30098651984,77,1,push,2026-07-24T13:52:34Z,2026-07-24T13:52:41Z,main,490f749a57f7bb0080cd8614b82274364957ed91,ky46738-ops,89498898378,verify,3,驗證 LKMini 公開種子,2026-07-24T13:52:34Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098651984,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098651984/job/89498898378,AVAILABLE|LOCAL_GIT_TREE_REPLAY
157,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30098651977,61,1,push,2026-07-24T13:52:34Z,2026-07-24T13:53:16Z,main,490f749a57f7bb0080cd8614b82274364957ed91,ky46738-ops,89498898274,build-linux,5,Install dependencies,2026-07-24T13:53:04.7137175Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098651977,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098651977/job/89498898274,AVAILABLE
158,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30098653618,78,1,push,2026-07-24T13:52:35Z,2026-07-24T13:52:46Z,main,6675d2f00905de42aa6c9e3543b24e8a5ae3441a,ky46738-ops,89498904070,verify,3,驗證 LKMini 公開種子,2026-07-24T13:52:35Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098653618,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098653618/job/89498904070,AVAILABLE|LOCAL_GIT_TREE_REPLAY
159,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30098653617,62,1,push,2026-07-24T13:52:35Z,2026-07-24T13:53:42Z,main,6675d2f00905de42aa6c9e3543b24e8a5ae3441a,ky46738-ops,89498903942,build-linux,5,Install dependencies,2026-07-24T13:53:38.6220006Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098653617,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098653617/job/89498903942,AVAILABLE
160,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30098655519,63,1,push,2026-07-24T13:52:37Z,2026-07-24T13:53:25Z,main,c2138c6f40ae1770e913c9ede2991b58e9fb6449,ky46738-ops,89498910587,build-linux,5,Install dependencies,2026-07-24T13:53:22.2031297Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098655519,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098655519/job/89498910587,AVAILABLE
161,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30098655498,79,1,push,2026-07-24T13:52:37Z,2026-07-24T13:52:45Z,main,c2138c6f40ae1770e913c9ede2991b58e9fb6449,ky46738-ops,89498910717,verify,3,驗證 LKMini 公開種子,2026-07-24T13:52:37Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098655498,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098655498/job/89498910717,AVAILABLE|LOCAL_GIT_TREE_REPLAY
162,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30098657118,80,1,push,2026-07-24T13:52:39Z,2026-07-24T13:52:46Z,main,97f22e0dfa0523956cf22fbab6da0fbf385678ae,ky46738-ops,89498915882,verify,3,驗證 LKMini 公開種子,2026-07-24T13:52:39Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098657118,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098657118/job/89498915882,AVAILABLE|LOCAL_GIT_TREE_REPLAY
